bin_center,bin_content,bin_error,lower_bound,upper_bound
-0.918255627155304,675.10009765625,0.43324137511692207,674.666856281133,675.533339031367
-0.5520437955856323,663.4334716796875,0.44464290701079173,662.9888287726767,663.8781145866983
-0.1858524652197957,658.3419799804688,0.4891796478291704,657.8528003326396,658.8311596282979
0.1805318845435977,654.66845703125,0.4899457755806424,654.1785112556694,655.1584028068306
0.5473229512572289,650.3973388671875,0.47780552057822556,649.9195333466092,650.8751443877658
0.9144599735736847,646.5458984375,0.544123961472031,646.001774476028,647.090022398972
-0.918255627155304,559.0602416992188,0.3918208817131791,558.6684208175055,559.452062580932
-0.5520437955856323,547.5452270507812,0.3993293392107203,547.1458977115706,547.9445563899919
-0.1858524652197957,543.7471313476562,0.43510564353196957,543.3120257041243,544.1822369911882
0.1805318845435977,540.6435546875,0.43478409215830544,540.2087705953417,541.0783387796583
0.5473229512572289,537.6566162109375,0.3981086983021723,537.2585075126353,538.0547249092397
0.9144599735736847,534.3351440429688,0.3800545098928413,533.9550895330759,534.7151985528616
-0.918255627155304,418.944580078125,0.25401144728972075,418.6905686308353,419.1985915254147
-0.5520437955856323,411.26177978515625,0.2578900552180974,411.0038897299382,411.5196698403743
-0.1858524652197957,408.08575439453125,0.27376390527026917,407.811990489261,408.3595182998015
0.1805318845435977,405.8191833496094,0.2738971997448232,405.5452861498645,406.0930805493542
0.5473229512572289,403.3131408691406,0.2561123869530555,403.05702848218755,403.5692532560937
0.9144599735736847,401.03997802734375,0.2466379610394372,400.7933400663043,401.2866159883832
-0.918255627155304,280.9626159667969,0.19763006748401601,280.7649858993129,281.1602460342809
-0.5520437955856323,275.58526611328125,0.2006650421789249,275.38460107110234,275.78593115546016
-0.1858524652197957,273.45281982421875,0.21080768833918695,273.2420121358796,273.6636275125579
0.1805318845435977,271.6783752441406,0.21036081840211449,271.4680144257385,271.88873606254276
0.5473229512572289,270.0451354980469,0.20508417993436778,269.8400513181125,270.25021967798125
0.9144599735736847,269.07464599609375,0.19230495919216894,268.8823410369016,269.2669509552859
-0.918255627155304,182.22845458984375,0.15244362065859235,182.07601096918515,182.38089821050235
-0.5520437955856323,179.0374298095703,0.155201729948231,178.88222807962208,179.19263153951854
-0.1858524652197957,177.78762817382812,0.1654327595002357,177.62219541432788,177.95306093332837
0.1805318845435977,176.70162963867188,0.16150196898511082,176.54012766968677,176.86313160765698
0.5473229512572289,175.5606231689453,0.1542587643893193,175.406364404556,175.71488193333462
0.9144599735736847,174.56948852539062,0.14844920313053447,174.4210393222601,174.71793772852115
-0.918255627155304,111.29127502441406,0.11428414541976868,111.17699087899429,111.40555916983384
-0.5520437955856323,109.50093841552734,0.11732130219178251,109.38361711333556,109.61825971771913
-0.1858524652197957,108.94757843017578,0.12170981944957111,108.8258686107262,109.06928824962536
0.1805318845435977,108.13870239257812,0.12140383006328848,108.01729856251484,108.26010622264141
0.5473229512572289,107.54163360595703,0.11691467617608918,107.42471892978094,107.65854828213313
0.9144599735736847,106.8279800415039,0.11185222754466337,106.71612781395925,106.93983226904857
-0.918255627155304,62.66969680786133,0.08289900927895584,62.586797798582374,62.75259581714028
-0.5520437955856323,61.7392578125,0.08618272962302413,61.653075082876974,61.825440542123026
-0.1858524652197957,61.48378372192383,0.08950781287843768,61.39427590904539,61.573291534802266
0.1805318845435977,61.122276306152344,0.08985363913308685,61.032422667019254,61.21212994528543
0.5473229512572289,60.82615280151367,0.18465882442678014,60.64149397708689,61.010811625940455
0.9144599735736847,60.1918830871582,0.08186764869637742,60.11001543846183,60.27375073585458
